band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,1611.946000,,,
band1,level,4,1,3066.640000,,,
band1,level,6,1,4500.643000,,,
band1,transition,,,,2_1,0_1,9.867237
band1,transition,,,,4_1,2_1,27.335761
band1,transition,,,,6_1,4_1,51.157549
band2,level,0,2,2076.760000,,,
band2,level,2,3,3604.084000,,,
band2,level,4,3,4985.942000,,,
band2,level,6,3,6363.010000,,,
band2,transition,,,,2_3,0_2,12.558609
band2,transition,,,,4_3,2_3,34.766936
band2,transition,,,,6_3,4_3,60.442549
band3,level,2,2,2906.487000,,,
band3,level,3,1,4353.971000,,,
band3,transition,,,,3_1,2_2,22.629405
interband,transition,,,,2_2,0_1,0.042508
interband,transition,,,,2_2,2_1,22.571786
interband,transition,,,,2_2,0_2,5.663965
interband,transition,,,,0_2,2_1,46.105946
