band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,469.200000,,,
band1,level,4,1,1080.149000,,,
band1,level,6,1,1809.919000,,,
band1,transition,,,,2_1,0_1,49.056383
band1,transition,,,,4_1,2_1,87.739631
band1,transition,,,,6_1,4_1,117.764960
band2,level,0,2,1606.820000,,,
band2,level,2,3,2208.417000,,,
band2,level,4,3,2779.019000,,,
band2,level,6,3,3333.879000,,,
band2,transition,,,,2_3,0_2,67.826997
band2,transition,,,,4_3,2_3,141.993855
band2,transition,,,,6_3,4_3,224.834707
band3,level,2,2,1513.326000,,,
band3,level,3,1,2055.857000,,,
band3,level,4,2,2244.744000,,,
band3,level,5,1,2776.233000,,,
band3,level,6,2,2995.927000,,,
band3,transition,,,,3_1,2_2,103.615781
band3,transition,,,,4_2,2_2,51.860175
band3,transition,,,,5_1,4_2,58.374955
band3,transition,,,,6_2,4_2,104.954045
band3,transition,,,,4_2,3_1,52.935042
band3,transition,,,,6_2,5_1,37.871377
band3,transition,,,,5_1,3_1,85.537564
interband,transition,,,,2_2,0_1,1.019171
interband,transition,,,,2_2,2_1,32.876252
interband,transition,,,,0_2,2_2,4.300027
interband,transition,,,,0_2,2_1,62.915980
