band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,179.100000,,,
band1,level,4,1,485.174000,,,
band1,level,6,1,902.666000,,,
band1,transition,,,,2_1,0_1,142.098450
band1,transition,,,,4_1,2_1,227.791533
band1,transition,,,,6_1,4_1,278.011420
band2,level,0,2,661.816000,,,
band2,level,2,3,1208.395000,,,
band2,level,4,4,1760.440000,,,
band2,level,6,4,2351.257000,,,
band2,transition,,,,2_3,0_2,64.820839
band2,transition,,,,4_4,2_3,144.329752
band2,transition,,,,6_4,4_4,226.337762
band3,level,2,2,659.186000,,,
band3,level,3,1,1187.525000,,,
band3,transition,,,,3_1,2_2,91.743149
interband,transition,,,,2_2,0_1,0.290595
interband,transition,,,,2_2,2_1,44.521144
interband,transition,,,,0_2,2_2,259.086373
interband,transition,,,,0_2,2_1,73.938751
