band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,2336.758000,,,
band1,level,4,1,4807.798000,,,
band1,level,6,1,7397.223000,,,
band1,transition,,,,2_1,0_1,4.325306
band1,transition,,,,4_1,2_1,10.120758
band1,transition,,,,6_1,4_1,18.687308
band2,level,0,2,3929.189000,,,
band2,level,2,3,6141.674000,,,
band2,level,4,3,8454.680000,,,
band2,level,6,3,11065.091000,,,
band2,transition,,,,2_3,0_2,8.435837
band2,transition,,,,4_3,2_3,9.696556
band2,transition,,,,6_3,4_3,20.666943
band3,level,2,2,4354.461000,,,
band3,level,3,1,6379.162000,,,
band3,level,4,2,6805.343000,,,
band3,level,5,1,8816.726000,,,
band3,level,6,2,9535.267000,,,
band3,transition,,,,3_1,2_2,12.013035
band3,transition,,,,4_2,2_2,9.288630
band3,transition,,,,5_1,4_2,6.324989
band3,transition,,,,6_2,4_2,16.666920
band3,transition,,,,4_2,3_1,0.947924
band3,transition,,,,6_2,5_1,2.272406
band3,transition,,,,5_1,3_1,13.482932
interband,transition,,,,2_2,0_1,0.089118
interband,transition,,,,2_2,2_1,10.118147
interband,transition,,,,2_2,0_2,1.601301
interband,transition,,,,0_2,2_1,13.481682
