band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,7960.899000,,,
band1,level,4,1,17656.102000,,,
band1,level,6,1,30228.375000,,,
band1,transition,,,,2_1,0_1,0.063445
band1,transition,,,,4_1,2_1,0.156333
band1,transition,,,,6_1,4_1,0.245340
band2,level,0,2,8916.162000,,,
band2,level,2,3,18132.726000,,,
band2,level,4,3,29811.130000,,,
band2,level,6,3,46079.967000,,,
band2,transition,,,,2_3,0_2,0.072488
band2,transition,,,,4_3,2_3,0.076796
band2,transition,,,,6_3,4_3,0.135426
band3,level,2,2,14550.382000,,,
band3,level,3,1,22402.597000,,,
band3,level,4,2,26389.108000,,,
band3,level,5,1,34157.810000,,,
band3,level,6,2,40963.566000,,,
band3,transition,,,,3_1,2_2,0.126110
band3,transition,,,,4_2,2_2,0.108584
band3,transition,,,,5_1,4_2,0.063700
band3,transition,,,,6_2,4_2,0.165336
band3,transition,,,,4_2,3_1,0.008446
band3,transition,,,,6_2,5_1,0.000011
band3,transition,,,,5_1,3_1,0.147462
interband,transition,,,,2_2,0_1,0.005287
interband,transition,,,,2_2,2_1,0.115225
interband,transition,,,,2_2,0_2,0.029669
interband,transition,,,,0_2,2_1,0.210580
