band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,1211.396000,,,
band1,level,4,1,2624.350000,,,
band1,level,6,1,4168.516000,,,
band1,transition,,,,2_1,0_1,15.533908
band1,transition,,,,4_1,2_1,29.495317
band1,transition,,,,6_1,4_1,44.585031
band2,level,0,2,2342.904000,,,
band2,level,2,3,3370.833000,,,
band2,level,4,3,4636.029000,,,
band2,level,6,3,6092.408000,,,
band2,transition,,,,2_3,0_2,24.785911
band2,transition,,,,4_3,2_3,41.223389
band2,transition,,,,6_3,4_3,55.707862
band3,level,2,2,2587.069000,,,
band3,level,3,1,3895.480000,,,
band3,level,4,2,3962.296000,,,
band3,level,5,1,5275.903000,,,
band3,level,6,2,5467.503000,,,
band3,transition,,,,3_1,2_2,30.160684
band3,transition,,,,4_2,2_2,22.224809
band3,transition,,,,5_1,4_2,14.495246
band3,transition,,,,6_2,4_2,38.977668
band3,transition,,,,4_2,3_1,3.976255
band3,transition,,,,6_2,5_1,3.658125
band3,transition,,,,5_1,3_1,33.254147
interband,transition,,,,2_2,0_1,0.000585
interband,transition,,,,2_2,2_1,22.627191
interband,transition,,,,2_2,0_2,2.258830
interband,transition,,,,0_2,2_1,25.398475
