band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,784.916000,,,
band1,level,4,1,1607.606000,,,
band1,level,6,1,2477.157000,,,
band1,transition,,,,2_1,0_1,38.676591
band1,transition,,,,4_1,2_1,77.189253
band1,transition,,,,6_1,4_1,114.585759
band2,level,0,2,1607.560000,,,
band2,level,2,3,2488.588000,,,
band2,level,4,4,3302.425000,,,
band2,level,6,3,3907.120000,,,
band2,transition,,,,2_3,0_2,52.951238
band2,transition,,,,4_4,2_3,67.081534
band2,transition,,,,6_3,4_4,69.222418
band3,level,2,2,1578.315000,,,
band3,level,3,1,2395.448000,,,
band3,level,4,2,2455.267000,,,
band3,level,5,1,3277.987000,,,
band3,level,6,2,3378.830000,,,
band3,transition,,,,3_1,2_2,88.997828
band3,transition,,,,4_2,2_2,57.413135
band3,transition,,,,5_1,4_2,42.835378
band3,transition,,,,6_2,4_2,97.828028
band3,transition,,,,4_2,3_1,0.238771
band3,transition,,,,6_2,5_1,0.749046
band3,transition,,,,5_1,3_1,79.996270
interband,transition,,,,2_2,0_1,2.348198
interband,transition,,,,2_2,2_1,80.908989
interband,transition,,,,0_2,2_2,4.925436
interband,transition,,,,0_2,2_1,71.080627
