band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,136.676000,,,
band1,level,4,1,432.308000,,,
band1,level,6,1,856.893000,,,
band1,transition,,,,2_1,0_1,222.717073
band1,transition,,,,4_1,2_1,340.202991
band1,transition,,,,6_1,4_1,415.384770
band2,level,0,2,651.877000,,,
band2,level,2,2,782.088000,,,
band2,level,4,2,1069.445000,,,
band2,level,6,2,1508.023000,,,
band2,transition,,,,2_2,0_2,274.551512
band2,transition,,,,4_2,2_2,377.684515
band2,transition,,,,6_2,4_2,401.215972
band3,level,2,3,963.138000,,,
band3,level,3,1,1115.544000,,,
band3,level,4,3,1301.026000,,,
band3,level,5,1,1507.705000,,,
band3,level,6,3,1752.092000,,,
band3,transition,,,,3_1,2_3,381.515356
band3,transition,,,,4_3,2_3,136.294281
band3,transition,,,,5_1,4_3,227.567339
band3,transition,,,,6_3,4_3,311.225006
band3,transition,,,,4_3,3_1,291.225664
band3,transition,,,,6_3,5_1,173.884274
band3,transition,,,,5_1,3_1,233.000085
interband,transition,,,,2_3,0_1,5.311493
interband,transition,,,,2_3,2_1,12.272525
interband,transition,,,,2_3,0_2,1.325769
interband,transition,,,,0_2,2_1,77.656834
