band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,162.953000,,,
band1,level,4,1,468.186000,,,
band1,level,6,1,888.395000,,,
band1,transition,,,,2_1,0_1,147.791023
band1,transition,,,,4_1,2_1,230.623418
band1,transition,,,,6_1,4_1,280.787968
band2,level,0,2,844.382000,,,
band2,level,2,3,1177.833000,,,
band2,level,4,3,1620.769000,,,
band2,level,6,3,2156.668000,,,
band2,transition,,,,2_3,0_2,108.662010
band2,transition,,,,4_3,2_3,186.332346
band2,transition,,,,6_3,4_3,232.053186
band3,level,2,2,812.563000,,,
band3,level,3,1,1177.761000,,,
band3,level,4,2,1206.908000,,,
band3,level,5,1,1697.455000,,,
band3,transition,,,,3_1,2_2,135.183081
band3,transition,,,,4_2,2_2,104.569323
band3,transition,,,,5_1,4_2,51.804021
band3,transition,,,,4_2,3_1,76.320248
band3,transition,,,,5_1,3_1,128.626585
interband,transition,,,,2_2,0_1,0.788488
interband,transition,,,,2_2,2_1,30.686589
interband,transition,,,,0_2,2_2,196.938148
interband,transition,,,,0_2,2_1,64.076293
