band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,1645.908000,,,
band1,level,4,1,3409.886000,,,
band1,level,6,1,5469.823000,,,
band1,transition,,,,2_1,0_1,6.552084
band1,transition,,,,4_1,2_1,16.419758
band1,transition,,,,6_1,4_1,25.243503
band2,level,0,2,2924.812000,,,
band2,level,2,3,4722.072000,,,
band2,level,4,3,6518.486000,,,
band2,level,6,3,8635.461000,,,
band2,transition,,,,2_3,0_2,11.077085
band2,transition,,,,4_3,2_3,18.210573
band2,transition,,,,6_3,4_3,25.817038
band3,level,2,2,3305.479000,,,
band3,level,3,1,4570.508000,,,
band3,level,4,2,5228.649000,,,
band3,level,5,1,6568.866000,,,
band3,level,6,2,7382.460000,,,
band3,transition,,,,3_1,2_2,21.962550
band3,transition,,,,4_2,2_2,10.485225
band3,transition,,,,5_1,4_2,12.266413
band3,transition,,,,6_2,4_2,21.392325
band3,transition,,,,4_2,3_1,7.569166
band3,transition,,,,6_2,5_1,4.202447
band3,transition,,,,5_1,3_1,16.641633
interband,transition,,,,2_2,0_1,0.006592
interband,transition,,,,2_2,2_1,9.410064
interband,transition,,,,2_2,0_2,0.057616
interband,transition,,,,0_2,2_1,25.118046
