band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,1442.446000,,,
band1,level,4,1,3725.759000,,,
band1,level,6,1,6936.577000,,,
band1,transition,,,,2_1,0_1,8.696729
band1,transition,,,,4_1,2_1,13.329599
band1,transition,,,,6_1,4_1,15.937264
band2,level,0,2,5320.041000,,,
band2,level,2,3,7741.289000,,,
band2,level,4,4,10903.109000,,,
band2,level,6,4,14795.152000,,,
band2,transition,,,,2_3,0_2,7.603394
band2,transition,,,,4_4,2_3,11.499486
band2,transition,,,,6_4,4_4,6.986236
band3,level,2,2,3293.409000,,,
band3,level,3,1,5408.340000,,,
band3,level,4,2,6006.638000,,,
band3,level,5,1,8568.900000,,,
band3,level,6,2,9484.642000,,,
band3,transition,,,,3_1,2_2,13.760981
band3,transition,,,,4_2,2_2,6.611477
band3,transition,,,,5_1,4_2,6.557113
band3,transition,,,,6_2,4_2,10.924427
band3,transition,,,,4_2,3_1,4.893895
band3,transition,,,,6_2,5_1,3.147334
band3,transition,,,,5_1,3_1,9.612151
interband,transition,,,,2_2,0_1,0.036036
interband,transition,,,,2_2,2_1,6.590159
interband,transition,,,,0_2,2_2,7.442717
interband,transition,,,,0_2,2_1,1.368167
