band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,419.278000,,,
band1,level,4,1,1036.678000,,,
band1,level,6,1,1818.993000,,,
band1,transition,,,,2_1,0_1,40.968022
band1,transition,,,,4_1,2_1,68.370383
band1,transition,,,,6_1,4_1,89.028602
band2,level,0,2,1696.422000,,,
band2,level,2,3,2503.187000,,,
band2,level,4,4,3308.240000,,,
band2,level,6,4,4134.344000,,,
band2,transition,,,,2_3,0_2,42.547598
band2,transition,,,,4_4,2_3,75.145781
band2,transition,,,,6_4,4_4,113.703390
band3,level,2,2,1358.368000,,,
band3,level,3,1,1901.462000,,,
band3,level,4,2,2126.294000,,,
band3,level,5,1,2714.890000,,,
band3,level,6,2,3009.232000,,,
band3,transition,,,,3_1,2_2,72.048832
band3,transition,,,,4_2,2_2,47.662253
band3,transition,,,,5_1,4_2,32.540605
band3,transition,,,,6_2,4_2,78.954742
band3,transition,,,,4_2,3_1,19.801128
band3,transition,,,,6_2,5_1,7.982754
band3,transition,,,,5_1,3_1,61.136432
interband,transition,,,,2_2,0_1,9.314389
interband,transition,,,,2_2,2_1,48.628528
interband,transition,,,,0_2,2_2,5.956918
interband,transition,,,,0_2,2_1,24.275942
