band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,984.065000,,,
band1,level,4,1,2127.139000,,,
band1,level,6,1,3414.776000,,,
band1,transition,,,,2_1,0_1,22.049757
band1,transition,,,,4_1,2_1,41.415305
band1,transition,,,,6_1,4_1,58.925926
band2,level,0,2,2268.379000,,,
band2,level,2,3,3301.444000,,,
band2,level,4,3,4446.077000,,,
band2,level,6,3,5673.009000,,,
band2,transition,,,,2_3,0_2,32.077829
band2,transition,,,,4_3,2_3,53.407279
band2,transition,,,,6_3,4_3,73.923960
band3,level,2,2,2164.211000,,,
band3,level,3,1,3282.589000,,,
band3,level,4,2,3356.260000,,,
band3,level,5,1,4561.464000,,,
band3,level,6,2,4618.884000,,,
band3,transition,,,,3_1,2_2,48.225522
band3,transition,,,,4_2,2_2,29.936861
band3,transition,,,,5_1,4_2,22.690796
band3,transition,,,,6_2,4_2,54.425461
band3,transition,,,,4_2,3_1,9.425594
band3,transition,,,,6_2,5_1,7.767901
band3,transition,,,,5_1,3_1,42.923791
interband,transition,,,,2_2,0_1,0.002117
interband,transition,,,,2_2,2_1,28.738448
interband,transition,,,,0_2,2_2,4.538807
interband,transition,,,,0_2,2_1,30.051762
