band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,1491.364000,,,
band1,level,4,1,3117.211000,,,
band1,level,6,1,4839.595000,,,
band1,transition,,,,2_1,0_1,17.925848
band1,transition,,,,4_1,2_1,34.285817
band1,transition,,,,6_1,4_1,50.867420
band2,level,0,2,2179.055000,,,
band2,level,2,3,3599.421000,,,
band2,level,4,3,4970.279000,,,
band2,level,6,3,6286.481000,,,
band2,transition,,,,2_3,0_2,22.273991
band2,transition,,,,4_3,2_3,47.297112
band2,transition,,,,6_3,4_3,70.943443
band3,level,2,2,2982.739000,,,
band3,level,3,1,4696.058000,,,
band3,transition,,,,3_1,2_2,34.208982
interband,transition,,,,2_2,0_1,1.941271
interband,transition,,,,2_2,2_1,34.252717
interband,transition,,,,2_2,0_2,1.271050
interband,transition,,,,0_2,2_1,33.034494
