band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,151.545000,,,
band1,level,4,1,417.684000,,,
band1,level,6,1,794.363000,,,
band1,transition,,,,2_1,0_1,179.291508
band1,transition,,,,4_1,2_1,280.888679
band1,transition,,,,6_1,4_1,334.035323
band2,level,0,2,489.305000,,,
band2,level,2,3,1031.152000,,,
band2,level,4,4,1531.440000,,,
band2,level,6,4,2048.808000,,,
band2,transition,,,,2_3,0_2,67.274050
band2,transition,,,,4_4,2_3,162.187617
band2,transition,,,,6_4,4_4,260.690552
band3,level,2,2,491.154000,,,
band3,level,3,1,967.858000,,,
band3,transition,,,,3_1,2_2,111.908716
interband,transition,,,,2_2,0_1,0.324195
interband,transition,,,,2_2,2_1,61.220588
interband,transition,,,,2_2,0_2,66.722803
interband,transition,,,,0_2,2_1,72.703185
