band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,2141.848000,,,
band1,level,4,1,4050.923000,,,
band1,level,6,1,5868.252000,,,
band1,transition,,,,2_1,0_1,13.224255
band1,transition,,,,4_1,2_1,27.907724
band1,transition,,,,6_1,4_1,43.143339
band2,level,0,2,3286.974000,,,
band2,level,2,3,5059.350000,,,
band2,level,4,3,6717.022000,,,
band2,level,6,3,8330.128000,,,
band2,transition,,,,2_3,0_2,18.741481
band2,transition,,,,4_3,2_3,37.343185
band2,transition,,,,6_3,4_3,55.123378
band3,level,2,2,4344.793000,,,
band3,level,3,1,6089.617000,,,
band3,level,4,2,6128.406000,,,
band3,level,5,1,7679.358000,,,
band3,level,6,2,7794.239000,,,
band3,transition,,,,3_1,2_2,34.593454
band3,transition,,,,4_2,2_2,21.393086
band3,transition,,,,5_1,4_2,18.874552
band3,transition,,,,6_2,4_2,39.251623
band3,transition,,,,4_2,3_1,4.601439
band3,transition,,,,6_2,5_1,5.884192
band3,transition,,,,5_1,3_1,34.011174
interband,transition,,,,2_2,0_1,0.013263
interband,transition,,,,2_2,2_1,23.884278
interband,transition,,,,2_2,0_2,0.305772
interband,transition,,,,0_2,2_1,32.232011
