band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,1298.702000,,,
band1,level,4,1,2860.155000,,,
band1,level,6,1,4582.391000,,,
band1,transition,,,,2_1,0_1,17.897370
band1,transition,,,,4_1,2_1,37.062108
band1,transition,,,,6_1,4_1,57.534727
band2,level,0,2,1888.885000,,,
band2,level,2,3,3245.774000,,,
band2,level,4,3,4643.935000,,,
band2,level,6,3,6610.035000,,,
band2,transition,,,,2_3,0_2,18.159446
band2,transition,,,,4_3,2_3,43.370757
band2,transition,,,,6_3,4_3,48.137272
band3,level,2,2,2366.390000,,,
band3,level,3,1,3707.645000,,,
band3,level,4,2,3894.493000,,,
band3,level,5,1,5602.635000,,,
band3,transition,,,,3_1,2_2,35.336283
band3,transition,,,,4_2,2_2,25.234944
band3,transition,,,,5_1,4_2,10.595845
band3,transition,,,,4_2,3_1,7.501979
band3,transition,,,,5_1,3_1,32.253859
interband,transition,,,,2_2,0_1,0.047291
interband,transition,,,,2_2,2_1,31.346820
interband,transition,,,,2_2,0_2,2.419004
interband,transition,,,,0_2,2_1,39.458881
