band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,1171.378000,,,
band1,level,4,1,2456.082000,,,
band1,level,6,1,3831.789000,,,
band1,transition,,,,2_1,0_1,24.503778
band1,transition,,,,4_1,2_1,46.738026
band1,transition,,,,6_1,4_1,68.781977
band2,level,0,2,2042.483000,,,
band2,level,2,3,3182.477000,,,
band2,level,4,3,4297.573000,,,
band2,level,6,3,5325.830000,,,
band2,transition,,,,2_3,0_2,32.353620
band2,transition,,,,4_3,2_3,62.314511
band2,transition,,,,6_3,4_3,84.263664
band3,level,2,2,2265.052000,,,
band3,level,3,1,3343.525000,,,
band3,level,4,2,3658.244000,,,
band3,level,5,1,4672.611000,,,
band3,level,6,2,5081.271000,,,
band3,transition,,,,3_1,2_2,55.797316
band3,transition,,,,4_2,2_2,32.356459
band3,transition,,,,5_1,4_2,26.624577
band3,transition,,,,6_2,4_2,48.824893
band3,transition,,,,4_2,3_1,0.699000
band3,transition,,,,6_2,5_1,0.070257
band3,transition,,,,5_1,3_1,47.759989
interband,transition,,,,2_2,0_1,0.823447
interband,transition,,,,2_2,2_1,46.614203
interband,transition,,,,2_2,0_2,0.246710
interband,transition,,,,0_2,2_1,40.361670
