band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,70.316000,,,
band1,level,4,1,233.272000,,,
band1,level,6,1,486.395000,,,
band1,transition,,,,2_1,0_1,433.429121
band1,transition,,,,4_1,2_1,625.055080
band1,transition,,,,6_1,4_1,700.091414
band2,level,0,2,781.150000,,,
band2,level,2,3,850.015000,,,
band2,level,4,3,1012.403000,,,
band2,level,6,3,1269.821000,,,
band2,transition,,,,2_3,0_2,540.070908
band2,transition,,,,4_3,2_3,728.230112
band2,transition,,,,6_3,4_3,771.874978
band3,level,2,2,780.682000,,,
band3,level,3,1,850.522000,,,
band3,level,4,2,937.113000,,,
band3,level,5,1,1056.016000,,,
band3,level,6,2,1170.140000,,,
band3,transition,,,,3_1,2_2,933.091828
band3,transition,,,,4_2,2_2,331.622435
band3,transition,,,,5_1,4_2,433.587136
band3,transition,,,,6_2,4_2,704.032467
band3,transition,,,,4_2,3_1,695.093113
band3,transition,,,,6_2,5_1,343.867671
band3,transition,,,,5_1,3_1,525.770826
interband,transition,,,,2_2,0_1,7.019437
interband,transition,,,,2_2,2_1,11.846771
interband,transition,,,,0_2,2_2,106.651602
interband,transition,,,,0_2,2_1,33.953296
