band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,3729.323000,,,
band1,level,4,2,10340.365000,,,
band1,level,6,4,19746.096000,,,
band1,transition,,,,2_1,0_1,0.074948
band1,transition,,,,4_2,2_1,0.118874
band1,transition,,,,6_4,4_2,0.142409
band2,level,0,2,9470.852000,,,
band2,level,2,3,13656.420000,,,
band2,level,4,4,20507.744000,,,
band2,transition,,,,2_3,0_2,0.067307
band2,transition,,,,4_4,2_3,0.056535
band3,level,2,2,7799.185000,,,
band3,level,3,1,11214.188000,,,
band3,level,4,3,14635.031000,,,
band3,level,5,2,19255.866000,,,
band3,transition,,,,3_1,2_2,0.131793
band3,transition,,,,4_3,2_2,0.050713
band3,transition,,,,5_2,4_3,0.069873
band3,transition,,,,4_3,3_1,0.076346
band3,transition,,,,5_2,3_1,0.079805
interband,transition,,,,2_2,0_1,0.003977
interband,transition,,,,2_2,2_1,0.039311
interband,transition,,,,0_2,2_2,0.041687
interband,transition,,,,0_2,2_1,0.007099
