band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,283.012000,,,
band1,level,4,1,746.715000,,,
band1,level,6,1,1346.692000,,,
band1,transition,,,,2_1,0_1,63.970314
band1,transition,,,,4_1,2_1,100.789984
band1,transition,,,,6_1,4_1,132.618421
band2,level,0,2,1040.648000,,,
band2,level,2,3,1558.759000,,,
band2,level,4,4,2184.721000,,,
band2,level,6,4,2849.993000,,,
band2,transition,,,,2_3,0_2,84.551775
band2,transition,,,,4_4,2_3,128.686076
band2,transition,,,,6_4,4_4,189.503385
band3,level,2,2,822.788000,,,
band3,level,3,1,1340.512000,,,
band3,transition,,,,3_1,2_2,75.974078
interband,transition,,,,2_2,0_1,14.059215
interband,transition,,,,2_2,2_1,77.176707
interband,transition,,,,0_2,2_2,349.516269
interband,transition,,,,0_2,2_1,3.189357
