band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,1557.380000,,,
band1,level,4,1,3046.644000,,,
band1,level,6,1,4484.232000,,,
band1,transition,,,,2_1,0_1,10.965547
band1,transition,,,,4_1,2_1,25.840637
band1,transition,,,,6_1,4_1,47.592395
band2,level,0,2,2390.710000,,,
band2,level,2,3,3850.075000,,,
band2,level,4,3,5512.713000,,,
band2,level,6,3,7068.114000,,,
band2,transition,,,,2_3,0_2,13.683179
band2,transition,,,,4_3,2_3,20.102685
band2,transition,,,,6_3,4_3,33.758115
band3,level,2,2,2796.441000,,,
band3,level,3,1,4330.393000,,,
band3,transition,,,,3_1,2_2,19.480039
interband,transition,,,,2_2,0_1,0.359422
interband,transition,,,,2_2,2_1,24.645837
interband,transition,,,,2_2,0_2,8.585113
interband,transition,,,,0_2,2_1,34.974127
