band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,1074.325000,,,
band1,level,4,1,2838.746000,,,
band1,level,6,1,5300.785000,,,
band1,transition,,,,2_1,0_1,18.529989
band1,transition,,,,4_1,2_1,29.797040
band1,transition,,,,6_1,4_1,36.944331
band2,level,0,2,3744.382000,,,
band2,level,2,3,5142.629000,,,
band2,level,4,4,7168.727000,,,
band2,transition,,,,2_3,0_2,21.254163
band2,transition,,,,4_4,2_3,34.099034
band3,level,2,2,2712.994000,,,
band3,level,3,1,3852.365000,,,
band3,level,4,2,4617.988000,,,
band3,level,5,1,6012.394000,,,
band3,level,6,2,7069.741000,,,
band3,transition,,,,3_1,2_2,40.743312
band3,transition,,,,4_2,2_2,17.284920
band3,transition,,,,5_1,4_2,21.572907
band3,transition,,,,6_2,4_2,32.974262
band3,transition,,,,4_2,3_1,21.780929
band3,transition,,,,6_2,5_1,13.446992
band3,transition,,,,5_1,3_1,26.927028
interband,transition,,,,2_2,0_1,1.279086
interband,transition,,,,2_2,2_1,12.462380
interband,transition,,,,0_2,2_2,6.261224
interband,transition,,,,0_2,2_1,12.475741
