band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,119.741000,,,
band1,level,4,1,395.772000,,,
band1,level,6,1,821.616000,,,
band1,transition,,,,2_1,0_1,222.506794
band1,transition,,,,4_1,2_1,322.875337
band1,transition,,,,6_1,4_1,365.203450
band2,level,0,2,1310.652000,,,
band2,level,2,2,1424.079000,,,
band2,level,4,2,1677.438000,,,
band2,level,6,2,2065.583000,,,
band2,transition,,,,2_2,0_2,277.353827
band2,transition,,,,4_2,2_2,399.137190
band2,transition,,,,6_2,4_2,454.677725
band3,level,2,3,1473.832000,,,
band3,level,3,1,1609.166000,,,
band3,level,4,3,1783.448000,,,
band3,level,5,1,1996.650000,,,
band3,level,6,3,2241.736000,,,
band3,transition,,,,3_1,2_3,359.879887
band3,transition,,,,4_3,2_3,134.145385
band3,transition,,,,5_1,4_3,187.630085
band3,transition,,,,6_3,4_3,271.168219
band3,transition,,,,4_3,3_1,261.571405
band3,transition,,,,6_3,5_1,140.630677
band3,transition,,,,5_1,3_1,206.855531
interband,transition,,,,2_3,0_1,4.125442
interband,transition,,,,2_3,2_1,3.778762
interband,transition,,,,2_3,0_2,5.530215
interband,transition,,,,0_2,2_1,30.732502
