band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,1732.132000,,,
band1,level,4,1,3483.239000,,,
band1,level,6,1,5351.771000,,,
band1,transition,,,,2_1,0_1,9.821617
band1,transition,,,,4_1,2_1,24.284190
band1,transition,,,,6_1,4_1,43.059569
band2,level,0,2,2585.114000,,,
band2,level,2,2,3487.349000,,,
band2,level,4,2,5195.829000,,,
band2,level,6,2,7174.142000,,,
band2,transition,,,,2_2,0_2,13.250102
band2,transition,,,,4_2,2_2,24.626645
band2,transition,,,,6_2,4_2,37.735134
band3,level,2,3,4189.830000,,,
band3,level,3,1,5274.211000,,,
band3,level,4,3,5940.862000,,,
band3,level,5,1,6991.217000,,,
band3,level,6,3,7892.561000,,,
band3,transition,,,,3_1,2_3,15.829844
band3,transition,,,,4_3,2_3,22.505842
band3,transition,,,,5_1,4_3,12.582631
band3,transition,,,,6_3,4_3,39.683701
band3,transition,,,,4_3,3_1,16.039566
band3,transition,,,,6_3,5_1,11.086904
band3,transition,,,,5_1,3_1,28.222450
interband,transition,,,,2_3,0_1,0.002760
interband,transition,,,,2_3,2_1,1.749614
interband,transition,,,,2_3,0_2,8.946661
interband,transition,,,,0_2,2_1,36.023126
