band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,1990.999000,,,
band1,level,4,1,4461.033000,,,
band1,level,6,1,7291.354000,,,
band1,transition,,,,2_1,0_1,8.033968
band1,transition,,,,4_1,2_1,18.336822
band1,transition,,,,6_1,4_1,31.826673
band2,level,0,2,2912.909000,,,
band2,level,2,3,4712.377000,,,
band2,level,4,3,6892.553000,,,
band2,level,6,3,9674.025000,,,
band2,transition,,,,2_3,0_2,14.299493
band2,transition,,,,4_3,2_3,27.309814
band2,transition,,,,6_3,4_3,34.564294
band3,level,2,2,3837.438000,,,
band3,level,3,1,5633.993000,,,
band3,level,4,2,6353.487000,,,
band3,level,5,1,8059.034000,,,
band3,level,6,2,9077.902000,,,
band3,transition,,,,3_1,2_2,23.065188
band3,transition,,,,4_2,2_2,13.596951
band3,transition,,,,5_1,4_2,15.190441
band3,transition,,,,6_2,4_2,30.296989
band3,transition,,,,4_2,3_1,8.986290
band3,transition,,,,6_2,5_1,7.872388
band3,transition,,,,5_1,3_1,24.514949
interband,transition,,,,2_2,0_1,0.001633
interband,transition,,,,2_2,2_1,12.778940
interband,transition,,,,2_2,0_2,0.908531
interband,transition,,,,0_2,2_1,23.489242
