band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,8928.693000,,,
band1,level,4,1,19870.209000,,,
band1,level,6,1,33313.560000,,,
band1,transition,,,,2_1,0_1,0.247908
band1,transition,,,,4_1,2_1,0.548128
band1,transition,,,,6_1,4_1,0.778303
band2,level,0,2,14533.488000,,,
band2,level,2,3,28158.407000,,,
band2,level,4,3,43720.788000,,,
band2,level,6,3,62727.301000,,,
band2,transition,,,,2_3,0_2,0.245326
band2,transition,,,,4_3,2_3,0.422194
band2,transition,,,,6_3,4_3,0.626487
band3,level,2,2,20534.069000,,,
band3,level,3,1,33158.046000,,,
band3,level,4,2,34369.827000,,,
band3,level,5,1,48244.423000,,,
band3,level,6,2,50485.794000,,,
band3,transition,,,,3_1,2_2,0.530794
band3,transition,,,,4_2,2_2,0.373760
band3,transition,,,,5_1,4_2,0.239650
band3,transition,,,,6_2,4_2,0.780217
band3,transition,,,,4_2,3_1,0.321738
band3,transition,,,,6_2,5_1,0.285726
band3,transition,,,,5_1,3_1,0.553853
interband,transition,,,,2_2,0_1,0.002563
interband,transition,,,,2_2,2_1,0.245532
interband,transition,,,,2_2,0_2,0.001154
interband,transition,,,,0_2,2_1,0.597615
