band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,1142.849000,,,
band1,level,4,1,2617.148000,,,
band1,level,6,1,4491.980000,,,
band1,transition,,,,2_1,0_1,19.997202
band1,transition,,,,4_1,2_1,38.071719
band1,transition,,,,6_1,4_1,50.162061
band2,level,0,2,3157.122000,,,
band2,level,2,3,4730.205000,,,
band2,level,4,3,6139.348000,,,
band2,level,6,3,7747.735000,,,
band2,transition,,,,2_3,0_2,23.753159
band2,transition,,,,4_3,2_3,54.823535
band2,transition,,,,6_3,4_3,72.057710
band3,level,2,2,3875.529000,,,
band3,level,3,1,5124.043000,,,
band3,level,4,2,5561.280000,,,
band3,level,5,1,6828.574000,,,
band3,level,6,2,7214.801000,,,
band3,transition,,,,3_1,2_2,40.804334
band3,transition,,,,4_2,2_2,22.628009
band3,transition,,,,5_1,4_2,20.824943
band3,transition,,,,6_2,4_2,53.330372
band3,transition,,,,4_2,3_1,31.969580
band3,transition,,,,6_2,5_1,24.375453
band3,transition,,,,5_1,3_1,41.311202
interband,transition,,,,2_2,0_1,0.630083
interband,transition,,,,2_2,2_1,11.393928
interband,transition,,,,2_2,0_2,1.692977
interband,transition,,,,0_2,2_1,33.887713
