band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,8653.096000,,,
band1,level,4,1,18843.811000,,,
band1,level,6,1,31165.189000,,,
band1,transition,,,,2_1,0_1,0.106064
band1,transition,,,,4_1,2_1,0.256061
band1,transition,,,,6_1,4_1,0.452299
band2,level,0,2,12937.904000,,,
band2,level,2,3,23845.055000,,,
band2,level,4,4,37008.954000,,,
band2,level,6,4,53560.719000,,,
band2,transition,,,,2_3,0_2,0.188425
band2,transition,,,,4_4,2_3,0.275734
band2,transition,,,,6_4,4_4,0.345140
band3,level,2,2,15365.580000,,,
band3,level,3,1,24273.714000,,,
band3,level,4,2,26835.402000,,,
band3,level,5,1,35522.251000,,,
band3,level,6,2,39966.907000,,,
band3,transition,,,,3_1,2_2,0.327994
band3,transition,,,,4_2,2_2,0.172908
band3,transition,,,,5_1,4_2,0.172502
band3,transition,,,,6_2,4_2,0.309223
band3,transition,,,,4_2,3_1,0.002846
band3,transition,,,,6_2,5_1,0.000984
band3,transition,,,,5_1,3_1,0.298323
interband,transition,,,,2_2,0_1,0.004299
interband,transition,,,,2_2,2_1,0.259730
interband,transition,,,,2_2,0_2,0.003993
interband,transition,,,,0_2,2_1,0.350071
