band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,161.768000,,,
band1,level,4,1,459.965000,,,
band1,level,6,1,857.796000,,,
band1,transition,,,,2_1,0_1,152.773181
band1,transition,,,,4_1,2_1,240.542332
band1,transition,,,,6_1,4_1,298.039810
band2,level,0,2,1075.311000,,,
band2,level,2,3,1261.796000,,,
band2,level,4,3,1519.675000,,,
band2,level,6,3,1820.200000,,,
band2,transition,,,,2_3,0_2,233.240677
band2,transition,,,,4_3,2_3,425.256553
band2,transition,,,,6_3,4_3,592.282478
band3,level,2,2,901.405000,,,
band3,level,3,1,1110.507000,,,
band3,level,4,2,1248.311000,,,
band3,level,5,1,1501.565000,,,
band3,level,6,2,1651.819000,,,
band3,transition,,,,3_1,2_2,286.185297
band3,transition,,,,4_2,2_2,123.661855
band3,transition,,,,5_1,4_2,156.724642
band3,transition,,,,6_2,4_2,260.850813
band3,transition,,,,4_2,3_1,197.167668
band3,transition,,,,6_2,5_1,116.568334
band3,transition,,,,5_1,3_1,200.447218
interband,transition,,,,2_2,0_1,3.375682
interband,transition,,,,2_2,2_1,29.388441
interband,transition,,,,0_2,2_2,3.032030
interband,transition,,,,0_2,2_1,82.540055
